;REGIÃO;UF;MUNICÍPIO ;COMUNIDADE;Nº PROCESSO NA FCP;ETAPA ATUAL PROCESSO FCP;Nº DA PORTARIA;DATA DA PORTARIA NO DOU;Nº PROCESSO INCRA;ETAPA DO PROCESSO DE TITULAÇÃO
1;NORDESTE;MA;ALCÂNTARA;ÁGUAS BELAS, APICUM GRANDE, ARENHENGAUA, BACANGA, BACURIAJUBA, BAIXA GRANDE I, BAIXA GRANDE II, BAIXO DO GRILO, BARACATATIUA, BARREIROS, BEBEDOURO, BEJÚ-AÇU, BELÉM, BOA VISTA I, BOA VISTA II, BOA VISTA III, BOCA DO RIO, BOM DE VIVER,  BOM JARDIM, BORDÃO, BRITO I, CAÇADOR, CAICAUA I, CAICAUA II, CAJAPARI,  CAJATIUA, CAJIBA, CAPIJUBA, CAJUEIRO II , CAMIRIM, CANAVIEIRA, CANELATIUA, CAPIM AÇU, CAPOTEIRO, CARATATIUA, CASTELO, CAVEM II, CENTRO DA EULÁLIA, CONCEIÇÃO, COQUEIRO, CORRE FRESCO, CUJUPE I, CUJUPE II, CURUÇÁ I, ENGENHO I, ESPERANÇA, FLORIDA, FORA CATIVEIRO, GUANDA I, GUANDA II, IGUAIBA, ILHA DA CAMBOA, IRIRIZAL, ISCOITO, ITAPERAÍ, ITAPIRANGA, ITAPUAUA, ITAUAÚ, JACARÉ I, JACROA, JANÃ, JARUCAIA, JORDOA, LADEIRA II, LAGO, MACAJUBAL I, MACAJUBAL II, MÃE EUGÊNIA, MAMONA I, MAMONA II, MANGUEIRAL, MANIVAL, MARACATI, MARIA PRETA, MARINHEIRO, MARMORANA, MATO GROSSO, MURARI, MUTITI, NOVA ESPERA, NOVA PONTA SECA, NOVO CAJUEIRO, NOVO MARUDA, NOVO PEPITAL, NOVO PERU, NOVO SÓ ASSIM, OITIUA, PACATIUA, PACURI, PALMEIRAS, PAQUATIVA, PAVÃO, PERI AÇU, PERIZINHO, PEROBA DE BAIXO, PEROBA DE CIMA, PIQUIA, PONTA D'AREIA, PORTO DA CINZA,  PORTO DE BAIXO, PORTO DE CABLOCO,  PORTO DO BOI I, PRAIA DE BAIXO, PRAINHA, PRIMIRIM,  QUIRIRITIUA, RAPOSA, RASGADO, RETIRO, RIO GRANDE I, RIO GRANDE II, RIO VERDE, SALINA, SAMUCANGAUA, SANTA BÁRBARA, SANTA HELENA, SANTA LUZIA, SANTA MARIA, SANTA RITA I, SANTA RITA II, SANTANA DOS CABLOCOS, SANTO INÁCIO, SÃO BENEDITO I, SÃO BENEDITO II, SÃO BENEDITO III, SÃO FRANCISCO I, SÃO FRANCISCO II, SÃO JOÃO DE CORTES, SÃO JOSÉ, SÃO LOURENÇO, SÃO MAURÍCIO, SÃO PAULO, SÃO RAIMUNDO II, SÃO RAIMUNDO III, SEGURADO, TACAUA I, TAPICUEM (ITAPECUEM), TAPUIO, TATUOCA, TATUROCA, TERRA MOLE, TERRA NOVA, TIMBOTUBA, TIQUARAS II, TRAJANO, TRAPUCARA, TRAQUAI, VAI COM DEUS, VILA ITAPERAÍ, VILA MARANHENSE, VILA NOVA I (VILA DO MEIO), VILA NOVA II e VISTA ALEGRE;01420.001033/2004-21;CERTIFICADA;35/2004;10/12/2004;54230.002401/2006-13;RTID
1;NORDESTE;BA;SALVADOR;PRAIA GRANDE;01420.000388/2004-01;CERTIFICADA;23/2005;25/05/2005;54160.001114/2008-29;RTID
1;NORDESTE;MA;PRESIDENTE VARGAS;FINCA PÉ;01420.001030/2004-97;CERTIFICADA;23/2005;25/05/2005;54230.005013/2004-22;
1;NORDESTE;MA;ITAPECURU-MIRIM;IPIRANGA DO CARMINA;01420.001031/2004-31;CERTIFICADA;23/2005;25/05/2005;54230.004778/2004-45;PORTARIA NO DOU
1;NORDESTE;MA;ITAPECURU-MIRIM;FILIPA;01420.001032/2004-89;CERTIFICADA;23/2005;25/05/2005;54230.004784/2004-01 ;
1;NORDESTE;MA;SÃO LUÍS GONZAGA DO MARANHÃO;MONTE ALEGRE/OLHO D´ÁGUA DOS GRILOS;01420.001085/2004-05;CERTIFICADA;23/2005;25/05/2005;54230.004781/2004-69 ;
1;SUDESTE;RJ;MANGARATIBA;ILHA DE MARAMBAIA;01420.000123/1999-86;CERTIFICADA;23/2005;25/05/2005;54180.000945/2006-83 ;TITULADO
1;NORDESTE;BA;CAMPO FORMOSO;LAGE DOS NEGROS;01420.000053/1998-20;CERTIFICADA;23/2005;25/05/2005;54160.001193/2006-14;
1;NORDESTE;PB;GURINHÉM | MOGEIRO;MATÃO;01420.000656/2004-86;CERTIFICADA;23/2005;25/05/2005;54320.000413/2005-13 ;DECRETO NO DOU
1;SUDESTE;MG;BIAS FORTES;COLÔNIA DO PAIOL;01420.000433/1997-10;CERTIFICADA;23/2005;25/05/2005;54170.002931/2004-51;
1;SUDESTE;MG;BELO VALE;BOA MORTE;01420.000135/1998-92;CERTIFICADA;23/2005;25/05/2005;54170.003741/2005-32;
1;SUDESTE;MG;MUZAMBINHO;MUZAMBINHO;01420.000153/1999-55;CERTIFICADA;23/2005;25/05/2005;54170.003743/2005-21;
1;SUDESTE;MG;VAZANTE;CONSCIÊNCIA NEGRA;01420.000652/2004-06;CERTIFICADA;23/2005;25/05/2005;54170.004012/2016-56;
1;SUDESTE;MG;VAZANTE;BAINHA;01420.001143/2004-92;CERTIFICADA;23/2005;25/05/2005;54170.003742/2005-87;
1;NORDESTE;BA;FILADÉLFIA;PAPAGAIO;01420.000947/2004-74;CERTIFICADA;23/2005;25/05/2005;NÃO TEM PROCESSO NO INCRA;
1;SUDESTE;MG;CONTAGEM;ARTUROS ;01420.001226/2004-81;CERTIFICADA;23/2005;25/05/2005;54170.003744/2005-76;
1;SUDESTE;MG;BELO HORIZONTE;LUÍZES;01420.001223/2004-48;CERTIFICADA;23/2005;25/05/2005;54170.003740/2005-98;RTID
1;NORDESTE;BA;MORRO DO CHAPÉU;VELAME;01420.000602/2004-11;CERTIFICADA;7/2005;19/04/2005;54160.002985/2006-06;DECRETO NO DOU
1;CENTRO-OESTE;MS;CORGUINHO;FURNAS DA BOA SORTE;01420.000269/1998-59;CERTIFICADA;23/2005;25/05/2005;54290.000404/2004-46 ;TRD  - Despacho de 15/07/2000 - 18/07/2000
1;CENTRO-OESTE;MS;JARAGUARI;FURNAS DO DIONÍSIO;01420.000300/1998-05;CERTIFICADA;23/2005;25/05/2005;54290.000401/2004-11 ;TRD  - Despacho de 15/07/2000 - 18/07/2000
1;NORDESTE;MA;BREJO;ÁRVORES VERDES E ESTREITO;01420.001804/2005-61;CERTIFICADA;23/2005;25/05/2005;54230.004960/2005-87 ;PORTARIA NO DOU
1;SUL;RS;PORTO ALEGRE;ALPES;01420.001383/2004-97;CERTIFICADA;26/2005;08/06/2005;54220.000183/2005-11;DECRETO NO DOU
1;SUDESTE;SP;ELDORADO;SAPATU;01420.000474/2000-81;CERTIFICADA;23/2005;25/05/2005;54190.003180/2004-52 ;
1;SUDESTE;SP;ITAÓCA;CANGUME;01420.000588/2004-55;CERTIFICADA;7/2005;19/04/2005;54190.001485/2005-19 ;RTID
1;SUDESTE;SP;IGUAPE | JUQUIÁ;MORRO SECO;01420.000473/2000-37;CERTIFICADA;7/2005;19/04/2005;54190.001541/2005-15 ;
1;SUDESTE;SP;CANANÉIA;MANDIRA;01420.000440/2002-59;CERTIFICADA;7/2005;19/04/2005;54190.003179/2004-96 ;
1;NORTE;AP;CALÇOENE;CUNANI;01420.000018/2005-46;CERTIFICADA;7/2005;19/04/2005;54350.000346/2004-07 ;RTID - 2017
1;NORDESTE;BA;RIACHO DE SANTANA;AGRESTE;01420.000247/2005-61;CERTIFICADA;7/2005;19/04/2005;54160.001705/2008-04;
1;SUDESTE;MG;PARAOPEBA;PONTINHA;01420.001221/2004-59;CERTIFICADA;7/2005;19/04/2005;54170.002490/2004-98;
1;NORDESTE;MA;BURITI;SANTA CRUZ;01420.000243/2005-82;CERTIFICADA;7/2005;19/04/2005;54230.003910/2005-82 ;
1;NORDESTE;BA;NOVA VIÇOSA;HELVÉCIA;01420.000968/2000-66;CERTIFICADA;7/2005;19/04/2005;54160.004320/2008-91;
1;NORDESTE;BA;NOVA VIÇOSA;RIO DO SUL;01420.000246/2005-16;CERTIFICADA;26/2005;08/06/2005;54160.001670/2013-62 ;
1;NORDESTE;BA;NOVA VIÇOSA;CÂNDIDO MARIANO;01420.000248/2005-13;CERTIFICADA;26/2005;08/06/2005;54160.000296/2011-16;
1;NORDESTE;BA;CARAVELAS;VOLTA MIÚDA;01420.000241/2005-93;CERTIFICADA;26/2005;08/06/2005;54160.000300/2011-46;
1;NORDESTE;BA;CARAVELAS;NAIÁ;01420.000249/2005-50;CERTIFICADA;26/2005;08/06/2005;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;CARAVELAS;MUTUM;01420.000245/2005-71;CERTIFICADA;26/2005;08/06/2005;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;ANAJATUBA;SÃO PEDRO;01420.000242/2005-38;CERTIFICADA;7/2005;08/06/2005;54230.001606/2014-91;
1;NORDESTE;MA;ANAJATUBA;SÃO ROQUE;01420.000240/2005-49;CERTIFICADA;7/2005;08/06/2005;54230.005724/2013-98;
1;NORDESTE;PE;ITACURUBA;NEGROS DE GILÚ;01420.000285/2002-71;CERTIFICADA;7/2005;19/04/2005;54141.000746/2003-99  e 54141.001004/2007-12;
1;NORDESTE;PE;GARANHUNS;CASTAINHO;01420.000252/1996-94;CERTIFICADA;26/2005;08/06/2005;54140.002109/2005-29 ;TRD  - Despacho de 15/07/2000 - 18/07/2000
1;NORDESTE;PE;SALGUEIRO;CONCEIÇÃO DAS CRIOULAS;01420.000268/1998-96;CERTIFICADA;26/2005;08/06/2005;54141.001339/2004-80;TRD  - Despacho de 15/07/2000 - 18/07/2000
1;NORDESTE;PE;AFOGADOS DA INGAZEIRA;LEITÃO;01420.000053/2004-84;CERTIFICADA;32/2005;19/08/2005;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;AL;UNIÃO DOS PALMARES;MUQUÉM;01420.001241/2004-20;CERTIFICADA;7/2005;19/04/2005;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;AL;SANTA LUZIA DO NORTE;QUILOMBO;01420.001240/2004-85;CERTIFICADA;7/2005;19/04/2005;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;AL;DELMIRO GOUVEIA;POVOADO CRUZ;01420.001297/2004-84;CERTIFICADA;7/2005;19/04/2005;54360.001218/2011-82 ;
1;NORDESTE;AL;BATALHA;CAJÁ DOS NEGROS;01420.001245/2004-16;CERTIFICADA;7/2005;19/04/2005;54360.000053/2013-93 ;RTID - 2017
1;NORDESTE;AL;POÇO DAS TRINCHEIRAS;ALTO DO TAMANDUÁ;01420.001246/2004-52;CERTIFICADA;7/2005;19/04/2005;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;AL;POÇO DAS TRINCHEIRAS;JACU E MOCÓ;01420.001244/2004-63;CERTIFICADA;7/2005;19/04/2005;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;AL;POÇO DAS TRINCHEIRAS;JORGE;01420.001243/2004-19;CERTIFICADA;26/2005;08/06/2005;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;AL;IGREJA NOVA;PALMEIRA DOS NEGROS;01420.001298/2004-39;CERTIFICADA;7/2005;19/04/2005;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PE;AGRESTINA;VILA PÉ DA SERRA DOS MENDES;01420.000370/2005-81;CERTIFICADA;9/2006;12/05/2006;54140.000151/2013-73 ;
1;NORDESTE;PE;ÁGUAS BELAS;SÍTIO PINHÃO;01420.000371/2005-26;CERTIFICADA;26/2005;08/06/2005;54140.004353/2007-98 ;
1;NORDESTE;PE;ÁGUAS BELAS;TANQUINHOS;01420.000399/2005-63;CERTIFICADA;26/2005;08/06/2005;54140.000377/2012-35 ;
1;NORDESTE;PE;BOM CONSELHO;ANGICO;01420.000372/2005-71;CERTIFICADA;26/2005;08/06/2005;54140.000271/2006-93 ;
1;NORDESTE;PE;BOM CONSELHO;ISABEL;01420.000373/2005-15;CERTIFICADA;26/2005;08/06/2005;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PE;BOM CONSELHO;MACACOS;01420.000374/2005-60;CERTIFICADA;26/2005;08/06/2005;54140.000308/2013-11 ;
1;NORDESTE;PE;BREJÃO;BATINGA;01420.000375/2005-12;CERTIFICADA;26/2005;08/06/2005;54140.000305/2013-79 ;
1;NORDESTE;PE;CAPOEIRAS;FIDELÃO;01420.000378/2005-48;CERTIFICADA;26/2005;08/06/2005;54140.000762/2014-44 ;
1;NORDESTE;PE;CARNAÍBA;BREJO DE DENTRO;01420.000379/2005-92;CERTIFICADA;26/2005;08/06/2005;54140.000631/2014-67 ;
1;NORDESTE;PE;CARNAÍBA;GAMELEIRA;01420.000380/2005-17;CERTIFICADA;26/2005;08/06/2005;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PE;CARNAÍBA;ABELHA;01420.000381/2005-61;CERTIFICADA;26/2005;08/06/2005;54140.000632/2014-10 ;
1;NORDESTE;PE;CUPIRA;SAMBAQUIM;01420.000382/2005-14;CERTIFICADA;23/2005;25/05/2005;54140.000060/2014-61 ;
1;NORDESTE;PE;CUSTÓDIA;SÃO JOSÉ;01420.000383/2005-51;CERTIFICADA;26/2005;08/06/2005;54141.000400/2008-03 ;
1;NORDESTE;PE;CUSTÓDIA;CACHOEIRA;01420.000384/2005-03;CERTIFICADA;26/2005;08/06/2005;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PE;GARANHUNS;ESTIVA;01420.000386/2005-94;CERTIFICADA;26/2005;08/06/2005;54140.004354/2007-32 ;
1;NORDESTE;PE;GARANHUNS;ESTRELA;01420.000387/2005-39;CERTIFICADA;26/2005;08/06/2005;54140.000354/2008-44 ;
1;NORDESTE;PE;GOIANA;POVOAÇÃO;01420.000388/2005-83;CERTIFICADA;26/2005;08/06/2005;54140.001215/2013-57 ;
1;NORDESTE;PE;LAGOA DOS GATOS;CAVUCO;01420.000389/2005-28;CERTIFICADA;28/2005;12/07/2005;54000.131123/2018-58;
1;NORDESTE;PE;LAGOA DOS GATOS;PAU FERRADO;01420.000390/2005-52;CERTIFICADA;28/2005;12/07/2005;54140.001278/2013-51 ;
1;NORDESTE;PE;MIRANDIBA;ARAÇÁ;01420.000391/2005-05;CERTIFICADA;28/2005;12/07/2005;54141.000363/2009-14;
1;NORDESTE;PE;MIRANDIBA;CARURU;01420.000392/2005-41;CERTIFICADA;28/2005;12/07/2005;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PE;MIRANDIBA;FEIJÃO;01420.000393/2005-96;CERTIFICADA;28/2005;12/07/2005;54141.000032/2006-23;
1;NORDESTE;PE;MIRANDIBA;PEDRA BRANCA;01420.000395/2005-85;CERTIFICADA;28/2005;12/07/2005;54141.000372/2009-05;
1;NORDESTE;PE;MIRANDIBA;SERRA VERDE;01420.000396/2005-20;CERTIFICADA;28/2005;12/07/2005;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PE;PASSIRA;CACIMBINHA;01420.000397/2005-74;CERTIFICADA;28/2005;12/07/2005;54140.000505/2013-21 ;
1;NORDESTE;PE;PESQUEIRA;NEGROS DO OSSO;01420.000398/2005-19;CERTIFICADA;28/2005;12/07/2005;54140.000775/2009-56 ;
1;NORDESTE;PE;PETROLÂNDIA;BORDA DO LAGO;01420.000357/2005-22;CERTIFICADA;28/2005;12/07/2005;54141.000011/2017-61;
1;NORDESTE;PE;PETROLINA;AFRANTO;01420.000358/2005-77;CERTIFICADA;28/2005;12/07/2005;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PE;PETROLINA;FANDANGO;01420.000359/2005-11;CERTIFICADA;28/2005;12/07/2005;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PE;QUIXABA;SÍTIO GIA;01420.000360/2005-46;CERTIFICADA;28/2005;12/07/2005;54140.000436/2015-18;
1;NORDESTE;PE;RIO FORMOSO;ENGENHO SIQUEIRA;01420.000361/2005-91;CERTIFICADA;28/2005;12/07/2005;54140.001119/2013-57 ;
1;NORDESTE;PE;SALGADINHO;CONTE;01420.000362/2005-35;CERTIFICADA;28/2005;12/07/2005;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PE;SÃO BENTO DO UNA;JIRAÚ;01420.000363/2005-80;CERTIFICADA;32/2005;19/08/2005;54140.001634/2004-46 ;
1;NORDESTE;PE;SÃO BENTO DO UNA;CAIBRA;01420.000364/2005-24;CERTIFICADA;28/2005;12/07/2005;54140.001634/2004-46 ;
1;NORDESTE;PE;SÃO BENTO DO UNA;CALDEIRÃOZINHO;01420.000355/2005-33;CERTIFICADA;28/2005;12/07/2005;54140.001634/2004-46 ;
1;NORDESTE;PE;SÃO BENTO DO UNA;PRIMAVERA;01420.000400/2005-50;CERTIFICADA;28/2005;12/07/2005;54140.001634/2004-46 ;
1;NORDESTE;PE;SÃO JOSÉ DO EGITO;QUEIMADA DE ZÉ VICENTE;01420.000356/2005-88;CERTIFICADA;28/2005;12/07/2005;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PE;SALGUEIRO | TERRA NOVA;CONTENDAS;01420.000365/2005-79;CERTIFICADA;28/2005;12/07/2005;54141.002033/2006-11;RTID
1;NORDESTE;PE;BREJÃO;CURIQUINHA DOS NEGROS;01420.000376/2005-59;CERTIFICADA;28/2005;12/07/2005;54140.000518/2013-09 ;
1;NORDESTE;PE;CABO DE SANTO AGOSTINHO;ONZE NEGRAS;01420.000377/2005-01;CERTIFICADA;32/2005;19/08/2005;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PE;GARANHUNS;CALUETE;01420.000338/2005-04;CERTIFICADA;29/2006;13/12/2006;54140.000306/2013-13 ;
1;NORDESTE;BA;NILO PEÇANHA;BOITARACA;01420.000352/2005-08;CERTIFICADA;7/2005;19/04/2005;54160.001733/2008-13;
1;NORDESTE;BA;NILO PEÇANHA;JATIMANE;01420.000353/2005-44;CERTIFICADA;7/2006;19/04/2005;54160.002658/2008-16;
1;CENTRO-OESTE;MS;MARACAJU;SAO MIGUEL;01420.000492/2005-78;CERTIFICADA;32/2005;19/08/2005;54290.000372/2005-60 ;TITULAÇÃO PARCIAL
1;NORDESTE;CE;PORTEIRAS;SOUZA;01420.000019/2005-91;CERTIFICADA;7/2005;19/04/2005;54130.001692/2006-51 ;
1;CENTRO-OESTE;GO;SANTA RITA DO NOVO DESTINO;POMBAL;01420.000307/1999-46;CERTIFICADA;7/2005;19/04/2005;54150.001535/2006-15 ;
1;NORDESTE;BA;CIPÓ;CABOGE;01420.000499/2005-90;CERTIFICADA;23/2005;25/05/2005;54160.002756/2013-11;
1;NORDESTE;BA;CIPÓ;RUA DO JORRO;01420.000502/2005-75;CERTIFICADA;23/2005;25/05/2005;54160.002756/2013-11;
1;NORDESTE;BA;CIPÓ;VÁRZEA GRANDE;01420.000500/2005-86;CERTIFICADA;23/2005;25/05/2005;54160.002756/2013-11;
1;NORDESTE;AL;MONTEIRÓPOLIS;PAUS PRETOS;01420.001242/2004-74;CERTIFICADA;23/2005;25/05/2005;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PB;AREIA;ENGENHO DO BONFIM ;01420.000042/2005-85;CERTIFICADA;23/2005;25/05/2005;54320.001528/2004-44 ;DECRETO NO DOU
1;NORDESTE;BA;LENÇÓIS;REMANSO;01420.000501/2005-21;CERTIFICADA;23/2005;25/05/2005;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PB;INGÁ | SERRA REDONDA;PEDRA D'ÁGUA;01420.000735/2005-78;CERTIFICADA;23/2005;25/05/2005;54320.000415/2005-11 ;DECRETO NO DOU
1;SUDESTE;SP;UBATUBA;CAÇANDOCA;01420.000271/1998-09;CERTIFICADA;23/2005;25/05/2005;54190.000477/2005-47 ;PORTARIA NO DOU
1;CENTRO-OESTE;MT;CHAPADA DOS GUIMARÃES;LAGOINHA DE BAIXO;01420.000844/2005-95;CERTIFICADA;23/2005;25/05/2005;54240.002141/2005-86 ;DECRETO NO DOU
1;CENTRO-OESTE;MT;CHAPADA DOS GUIMARÃES;ITAMBÉ;01420.000845/2005-30;CERTIFICADA;23/2005;25/05/2005;54240.005178/2005-66 ;
1;CENTRO-OESTE;MT;CHAPADA DOS GUIMARÃES;LAGOINHA DE CIMA;01420.000846/2005-84;CERTIFICADA;23/2005;25/05/2005;54240.005177/2005-11 ;
1;SUDESTE;MG;PARACATU;PONTAL;01420.000707/2004-70;CERTIFICADA;26/2006;08/06/2005;54170.003737/2005-74;
1;SUDESTE;MG;PARACATU;CERCADO;01420.000946/2004-20;CERTIFICADA;26/2006;08/06/2005;54170.003739/2005-63;
1;SUDESTE;MG;GAMELEIRAS | JAÍBA | PAI PEDRO | PORTEIRINHA  | CATUTI  | JANAÚBA  | MONTE AZUL;GORUTUBA;01420.001250/2004-11;CERTIFICADA;26/2005;08/06/2005;54170.000533/2005-81;RTID
1;CENTRO-OESTE;GO;MINEIROS;CEDRO;01420.000099/1999-01;CERTIFICADA;26/2005;08/06/2005;54150.002642/2011-10 ;RTID
1;NORDESTE;PI;SÃO MIGUEL DO TAPUIO;MACACOS;01420.001249/2004-96;CERTIFICADA;26/2005;08/06/2005;54380.003205/2005-61;
1;NORDESTE;MA;ITAPECURU-MIRIM;SANTA ROSA DOS PRETOS (composta pelas comunidades: Santa Rosa dos Pretos, Barreira Funda, Sítio Velho, Curva de Santana, Alto São João, Picos I, Picos II, Pindaíba, Fazenda Nova, Colégio, Centro de Aguida, Matão Velho, Boa Vista, Barreira, Pirinã, Kelru, Conceição, Fugido, Leiro e Tingidor do Campo);01420.001382/2004-42;CERTIFICADA;28/2005;12/07/2005;54230.003909/2005-58 ;DECRETO NO DOU
1;NORDESTE;PB;VÁRZEA;PITOMBEIRA;01420.000864/2005-66;CERTIFICADA;26/2005;08/06/2005;54320.000906/2005-53 ;RTID
1;SUDESTE;SP;IPORANGA;BOMBAS;01420.000734/2005-23;CERTIFICADA;26/2005;08/06/2005;54190.001655/2005-97 ;
1;NORDESTE;MA;GUIMARÃES;DAMÁSIO;01420.000738/2005-10;CERTIFICADA;26/2005;08/06/2005;54230.002395/2006-02 ;
1;NORDESTE;MA;PINHEIRO;SANTANA DOS PRETOS;01420.000865/2005-19;CERTIFICADA;26/2005;08/06/2005;54230.004772/2004-78;
1;NORDESTE;BA;VITÓRIA DA CONQUISTA;BOQUEIRÃO;01420.000892/2005-83;CERTIFICADA;26/2005;08/06/2005;54160.000617/2012-03;
1;NORDESTE;BA;ITUBERÁ;LAGOA SANTA;01420.000743/2005-14;CERTIFICADA;26/2005;08/06/2005;54160.001700/2008-73;PORTARIA NO DOU
1;NORDESTE;CE;HORIZONTE | PACAJUS;ALTO ALEGRE;01420.001078/2005-86;CERTIFICADA;26/2005;08/06/2005;54130.004882/2005-49;DECRETO NO DOU
1;NORDESTE;BA;ITUBERÁ;INGAZEIRA;01420.000742/2005-70;CERTIFICADA;26/2005;08/06/2005;54160.001701/2008-18;
1;NORDESTE;PB;ALAGOA GRANDE;CAIANA DOS CRIOULOS;01420.000267/1998-23;CERTIFICADA;26/2005;08/06/2005;54320.000416/2005-57 ;RTID
1;NORDESTE;BA;RIACHO DE SANTANA;DUAS LAGOAS;01420.000605/2004-54;CERTIFICADA;28/2005;12/07/2005;54160.001709/2008-84;
1;SUDESTE;MG;MATIAS CARDOSO;LAPINHA;01420.001164/2005-99;CERTIFICADA;28/2005;12/07/2005;54170.003689/2005-14;RTID
1;NORTE;PA;CAPITÃO POÇO | SANTA LUZIA DO PARÁ;NARCISA;01420.001069/2005-95;CERTIFICADA;28/2005;12/07/2005;54100.000849/2005-05 ;DECRETO NO DOU
1;NORDESTE;BA;CACHOEIRA;ENGENHO NOVO DO VALE DO IGUAPE;01420.001109/2005-07;CERTIFICADA;28/2005;12/07/2005;54160.001809/2012-97;
1;SUDESTE;MG;OURO VERDE DE MINAS;SANTA CRUZ;01420.000826/2005-11;CERTIFICADA;37/2005;12/07/2005;54170.002927/2004-74;
1;NORDESTE;BA;CACHOEIRA;SÃO FRANCISCO DO PARAGUAÇU;01420.001070/2005-10;CERTIFICADA;28/2005;12/07/2005;54160.002024/2006-93;PORTARIA NO DOU
1;NORDESTE;PB;SANTA LUZIA;SERRA DO TALHADO - URBANA;01420.001306/2005-18;CERTIFICADA;28/2005;12/07/2005;54320.001205/2007-01 ;PORTARIA NO DOU
1;SUDESTE;SP;SALTO DE PIRAPORA;CAFUNDÓ;01420.000077/1997-07;CERTIFICADA;28/2005;12/07/2005;54190.002551/2004-89 ;CDRU
1;NORDESTE;BA;MATA DE SÃO JOÃO;BARREIROS, PAU GRANDE  E TAPERA;01420.001307/2005-62;CERTIFICADA;28/2005;12/07/2005;54000.033395/2018-93;
1;SUDESTE;MG;SÃO JOÃO DA PONTE;SETE LADEIRAS;01420.000430/2003-02;CERTIFICADA;28/2005;12/07/2005;54170.008053/2005-69;RTID
1;SUDESTE;MG;SÃO JOÃO DA PONTE;BOA VISTINHA;01420.001187/2005-01;CERTIFICADA;28/2005;12/07/2005;54170.008055/2005-58;
1;SUDESTE;MG;SÃO JOÃO DA PONTE;TERRA DURA;01420.001188/2005-48;CERTIFICADA;28/2005;12/07/2005;54170.008054/2005-11;RTID
1;NORDESTE;MA;CURURUPU;ALIANÇA;01420.001064/2005-62 ;CERTIFICADA;28/2005;12/07/2005;54230.003774/2004-40 ;
1;NORDESTE;PI;BATALHA;MANGA/IÚS;01420.001066/2005-51;CERTIFICADA;28/2005;12/07/2005;54380.003445/2005-66;
1;NORDESTE;PI;BATALHA;ESTREITO;01420.001065/2005-15;CERTIFICADA;28/2005;12/07/2005;54380.003446/2005-19;
1;NORDESTE;MA;MIRINZAL;SANTA JOANA;01420.001063/2005-18;CERTIFICADA;28/2005;12/07/2005;54230.003774/2004-40;DECRETO NO DOU
1;NORDESTE;MA;VARGEM GRANDE;POVOADO BELMONTE;01420.001159/2005-86;CERTIFICADA;28/2005;12/07/2005;NÃO TEM PROCESSO NO INCRA;
1;NORTE;RO;ALTA FLORESTA D OESTE | SÃO FRANCISCO DO GUAPORÉ;PEDRAS NEGRAS;01420.001295/2005-76;CERTIFICADA;32/2005;19/08/2005;54300.000745/2005-36 ;RTID
1;SUL;RS;MOSTARDAS;TEIXEIRA;01420.001225/2005-18 ;CERTIFICADA;32/2005;19/08/2005;54220.002305/2007-75;
1;NORTE;RO;COSTA MARQUES;FORTE PRÍNCIPE DA BEIRA;01420.001406/2005-44;CERTIFICADA;32/2005;19/08/2005;54300.001013/2008-14 ;
1;SUL;RS;MOSTARDAS;COLODIANOS;01420.001227/2005-15;CERTIFICADA;32/2005;19/08/2005;54220.002304/2007-21;
1;NORDESTE;MA;ITAPECURU-MIRIM;CONTENDAS;01420.001160/2005-19;CERTIFICADA;32/2005;19/08/2005;54230.000069/2010-39 ;
1;CENTRO-OESTE;MS;SONORA;FAMÍLIA BISPO;01420.001442/2005-16;CERTIFICADA;32/2005;19/08/2005;54290.002116/2005-15 ;
1;CENTRO-OESTE;MS;FIGUEIRÃO;SANTA TEREZA;01420.001443/2005-52;CERTIFICADA;32/2005;19/08/2005;NÃO TEM PROCESSO NO INCRA;
1;CENTRO-OESTE;MS;TERENOS;COMUNIDADE DOS PRETOS;01420.001445/2005-41;CERTIFICADA;32/2005;19/08/2005;NÃO TEM PROCESSO NO INCRA;
1;CENTRO-OESTE;MS;RIO NEGRO;OROLÂNDIA;01420.001448/2005-85;CERTIFICADA;32/2005;19/08/2005;NÃO TEM PROCESSO NO INCRA;
